"UID"	"Sem"	"Class"	"Core"	"Section"	"Description"	"Transfer"	"Spec_Att"	"Credits"	"Grade"	"Current"
"a1035b814x842"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a911b690x718"	1401	"PUAF689E"		"0201"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a628b407x435"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a703b482x510"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a1095b874x902"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a755b534x562"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a619b398x426"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a631b410x438"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a1071b850x878"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a851b630x658"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a706b485x513"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a727b506x534"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a827b606x634"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a611b390x418"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a935b714x742"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a754b533x561"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a803b582x610"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a752b531x559"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a887b666x694"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a826b605x633"	1401	"PUAF689E"		"0201"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a719b498x526"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a652b431x459"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a901b680x708"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a925b704x732"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a1072b851x879"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a715b494x522"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a700b479x507"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a671b450x478"	1401	"PUAF689E"		"0401"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A"	"X"
"a659b438x466"	1401	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a1019b798x826"	1401	"PUAF689E"		"0301"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"A-"	"X"
"a863b642x670"	1401	"PUAF689E"		"0201"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis"			3	"B+"	"X"
"a698b477x505"	1112	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis Workshop"			3	"A"	"X"
"a1039b818x846"	1112	"PUAF689E"		"0101"	"Public Policy Topics; Program Evaluation and Cost-Benefit Analysis Workshop"			3	"B+"	"X"
"a829b608x636"	1201	"PUAF689D"		"DC06"	"Public Policy Topics; Social Entrepreneurship"			3	"A-"	"X"
"a724b503x531"	1201	"PUAF689D"		"DC06"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a1052b831x859"	1307	"PUAF689D"		"DC26"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a1013b792x820"	1307	"PUAF689D"		"DC26"	"Public Policy Topics; Social Entrepreneurship"			3	"A-"	"X"
"a1000b779x807"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A-"	"X"
"a871b650x678"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a1012b791x819"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a913b692x720"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a895b674x702"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a1055b834x862"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A"	"X"
"a973b752x780"	1401	"PUAF689D"		"CA01"	"Public Policy Topics; Social Entrepreneurship"			3	"A-"	"X"
"a775b554x582"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	
"a831b610x638"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	
"a1096b875x903"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a698b477x505"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	
"a958b737x765"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a868b647x675"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a1078b857x885"	1212	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A-"	"X"
"a1090b869x897"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a843b622x650"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a850b629x657"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a970b749x777"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a881b660x688"	1312	"PUAF689I"		"0101"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a982b761x789"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a855b634x662"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A"	"X"
"a809b588x616"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A-"	"X"
"a615b394x422"	1312	"PUAF689I"		"WAIO"	"Public Policy Topics; Social-Ecological Systems, Environmental Policy, and Sustainable Development in Indonesia"			3	"A-"	"X"
"a614b393x421"	1208	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfit and Public Organizations"			3	"A-"	"X"
"a854b633x661"	1208	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfit and Public Organizations"			3	"A"	"X"
"a976b755x783"	1208	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfit and Public Organizations"			3	"A-"	"X"
"a1039b818x846"	1208	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfit and Public Organizations"			3	"A"	
"a829b608x636"	1108	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a782b561x589"	1108	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a697b476x504"	1108	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a871b650x678"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a949b728x756"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a839b618x646"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a967b746x774"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a808b587x615"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a707b486x514"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a769b548x576"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a675b454x482"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a685b464x492"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a736b515x543"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a889b668x696"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a874b653x681"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a1060b839x867"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a771b550x578"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a745b524x552"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a790b569x597"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a658b437x465"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a913b692x720"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a1078b857x885"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a1040b819x847"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a1084b863x891"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a1064b843x871"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a991b770x798"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a865b644x672"	1308	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a731b510x538"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a1063b842x870"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a818b597x625"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"B+"	"X"
"a970b749x777"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"B+"	"X"
"a628b407x435"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a755b534x562"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a619b398x426"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a625b404x432"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"B+"	"X"
"a634b413x441"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"B+"	"X"
"a700b479x507"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A-"	"X"
"a895b674x702"	1408	"PUAF689Z"		"0101"	"Public Policy Topics; Strategic Management for NonProfits and Public Organizations"			3	"A"	"X"
"a782b561x589"	1201	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a949b728x756"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a707b486x514"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A-"	"X"
"a769b548x576"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a959b738x766"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A-"	"X"
"a913b692x720"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a1084b863x891"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a991b770x798"	1301	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A-"	"X"
"a967b746x774"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A-"	"X"
"a675b454x482"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a853b632x660"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a889b668x696"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a728b507x535"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a818b597x625"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a745b524x552"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a911b690x718"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a953b732x760"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a1072b851x879"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"B+"	"X"
"a973b752x780"	1401	"PUAF689P"		"0101"	"Public Policy Topics; Strategic Philanthropy"			3	"A"	"X"
"a975b754x782"	912	"ANTH689D"		"0101"	"Special Problems in Anthropology: Computer Mapping and GIS"			3	"A"	"X"
"a627b406x434"	1301	"PLSC689C"		"0101"	"Special Topics; Conservation Biology"			3	"A"	
"a958b737x765"	1308	"ENST689R"		"0101"	"Special Topics; Invasive Ecology"			3	"A"	"X"
"a970b749x777"	1408	"ENST689R"		"0101"	"Special Topics; Invasive Ecology"			3	"B+"	"X"
"a833b612x640"	1008	"BUSI690"		"DC06"	"Strategic Management"			2	"A-"	"X"
"a842b621x649"	1108	"BUSI690"		"BA04"	"Strategic Management"			2	"A"	"X"
"a899b678x706"	1208	"BUSI690"		"0201"	"Strategic Management"			2	"A-"	"X"
"a610b389x417"	1208	"BUSI690"		"0201"	"Strategic Management"			2	"A"	"X"
"a1081b860x888"	1208	"BUSI690"		"0201"	"Strategic Management"			2	"A-"	"X"
"a710b489x517"	1208	"BUSI690"		"0101"	"Strategic Management"			2	"A"	
"a866b645x673"	1208	"BUSI690"		"0101"	"Strategic Management"			2	"A-"	
"a859b638x666"	1208	"BUSI690"		"0201"	"Strategic Management"			2	"A-"	
"a911b690x718"	1208	"BUSI690"		"DC02"	"Strategic Management"			2	"A-"	
"a1063b842x870"	1308	"BUSI690"		"0101"	"Strategic Management"			2	"A"	"X"
"a854b633x661"	1308	"BUSI690"		"0101"	"Strategic Management"			2	"A-"	
"a1021b800x828"	1308	"BUSI690"		"DC02"	"Strategic Management"			2	"A-"	"X"
"a779b558x586"	1308	"BUSI690"		"0201"	"Strategic Management"			2	"A-"	
"a928b707x735"	1308	"BUSI690"		"0101"	"Strategic Management"			2	"A-"	
"a635b414x442"	1308	"BUSI690"		"0201"	"Strategic Management"			2	"A-"	"X"
"a1045b824x852"	1008	"PUAF692"	"*"	"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a833b612x640"	1208	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A-"	"X"
"a734b513x541"	1208	"PUAF692"		"0901"	"Leadership Principles and Practices"			3	"A"	"X"
"a872b651x679"	1301	"PUAF692"	"*"	"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a880b659x687"	1301	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a1015b794x822"	1301	"PUAF692"	"*"	"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a781b560x588"	1301	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a985b764x792"	1301	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a811b590x618"	1301	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A-"	"X"
"a850b629x657"	1308	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a685b464x492"	1308	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a889b668x696"	1308	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a689b468x496"	1308	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A-"	"X"
"a991b770x798"	1308	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a823b602x630"	1408	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"B+"	"X"
"a795b574x602"	1408	"PUAF692"		"0101"	"Leadership Principles and Practices"			3	"A"	"X"
"a751b530x558"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1042b821x849"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a997b776x804"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	
"a949b728x756"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a839b618x646"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a967b746x774"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a862b641x669"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a862b641x669"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a832b611x639"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a910b689x717"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a1081b860x888"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a838b617x645"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1049b828x856"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1036b815x843"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a722b501x529"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a959b738x766"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a959b738x766"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a685b464x492"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a947b726x754"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a952b731x759"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1067b846x874"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a743b522x550"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a745b524x552"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a745b524x552"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a658b437x465"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a673b452x480"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a637b416x444"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a1043b822x850"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a811b590x618"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a983b762x790"	1308	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a860b639x667"	1308	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a689b468x496"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a934b713x741"	1308	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a908b687x715"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a1055b834x862"	1308	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a783b562x590"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a614b393x421"	1401	"PUAF698T"		"CA01"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1099b878x906"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a843b622x650"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a831b610x638"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a799b578x606"	1401	"PUAF698T"		"CA01"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a982b761x789"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a927b706x734"	1401	"PUAF698L"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a872b651x679"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a731b510x538"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a871b650x678"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a709b488x516"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a892b671x699"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a602b381x409"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a823b602x630"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a853b632x660"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a787b566x594"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a795b574x602"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a807b586x614"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a643b422x450"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a679b458x486"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a889b668x696"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a665b444x472"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a1031b810x838"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a963b742x770"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a985b764x792"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a884b663x691"	1408	"PUAF698G"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a767b546x574"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a911b690x718"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a931b710x738"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a647b426x454"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a955b734x762"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a1071b850x878"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a851b630x658"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a727b506x534"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
"a827b606x634"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a763b542x570"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a953b732x760"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"B+"	"X"
"a634b413x441"	1408	"PUAF698A"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a634b413x441"	1408	"PUAF698T"		"0101"	"Selected Topics in Public Affairs"			3	"A"	"X"
"a803b582x610"	1408	"PUAF698V"		"0101"	"Selected Topics in Public Affairs"			3	"A-"	"X"
